Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Control_1 Spectral Count	Control_2 Spectral Count	Control_3 Spectral Count	Control_4 Spectral Count	Control_5 Spectral Count	Control_6 Spectral Count	Symbiosome_1 Spectral Count	Symbiosome_2 Spectral Count	Symbiosome_3 Spectral Count	Symbiosome_4 Spectral Count	Symbiosome_5 Spectral Count	Symbiosome_6 Spectral Count	Control_1 Unique Spectral Count	Control_2 Unique Spectral Count	Control_3 Unique Spectral Count	Control_4 Unique Spectral Count	Control_5 Unique Spectral Count	Control_6 Unique Spectral Count	Symbiosome_1 Unique Spectral Count	Symbiosome_2 Unique Spectral Count	Symbiosome_3 Unique Spectral Count	Symbiosome_4 Unique Spectral Count	Symbiosome_5 Unique Spectral Count	Symbiosome_6 Unique Spectral Count	Control_1 Total Spectral Count	Control_2 Total Spectral Count	Control_3 Total Spectral Count	Control_4 Total Spectral Count	Control_5 Total Spectral Count	Control_6 Total Spectral Count	Symbiosome_1 Total Spectral Count	Symbiosome_2 Total Spectral Count	Symbiosome_3 Total Spectral Count	Symbiosome_4 Total Spectral Count	Symbiosome_5 Total Spectral Count	Symbiosome_6 Total Spectral Count	Control_1 Intensity	Control_2 Intensity	Control_3 Intensity	Control_4 Intensity	Control_5 Intensity	Control_6 Intensity	Symbiosome_1 Intensity	Symbiosome_2 Intensity	Symbiosome_3 Intensity	Symbiosome_4 Intensity	Symbiosome_5 Intensity	Symbiosome_6 Intensity	Control_1 MaxLFQ Intensity	Control_2 MaxLFQ Intensity	Control_3 MaxLFQ Intensity	Control_4 MaxLFQ Intensity	Control_5 MaxLFQ Intensity	Control_6 MaxLFQ Intensity	Symbiosome_1 MaxLFQ Intensity	Symbiosome_2 MaxLFQ Intensity	Symbiosome_3 MaxLFQ Intensity	Symbiosome_4 MaxLFQ Intensity	Symbiosome_5 MaxLFQ Intensity	Symbiosome_6 MaxLFQ Intensity	Indistinguishable Proteins
AIPGENE10288	AIPGENE10288	AIPGENE10288		2001			AIPGENE10288	1.0	0.9984	4	6	6	6	0	1	0	2	3	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10344	AIPGENE10344	AIPGENE10344		857			AIPGENE10344	0.6631	0.9898	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10361	AIPGENE10361	AIPGENE10361		1271			AIPGENE10361	1.0	0.9978	4	9	9	9	3	0	0	2	4	0	0	0	0	0	0	0	3	0	0	2	4	0	0	0	0	0	0	0	3	0	0	2	4	0	0	0	0	0	0	0	2453030.0	0.0	5279309.0	7533911.0	1.2252399E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4165179.8	4465388.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10389	AIPGENE10389	AIPGENE10389		839			AIPGENE10389	0.6817	0.9906	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AIPGENE15272, AIPGENE20323, AIPGENE2712, AIPGENE2714, AIPGENE6866, AIPGENE6877, AIPGENE7280
AIPGENE1040	AIPGENE1040	AIPGENE1040		848			AIPGENE1040	1.0	0.9985	6	31	0	31	0	0	0	1	1	1	4	4	13	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	4	13	1	5	1	0.0	0.0	0.0	5655667.5	0.0	1.0163984E7	3.2695892E7	2.1049712E7	1.1410727E8	0.0	3.1971334E7	7173786.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4483719E7	2.2785618E7	3.6943296E7	0.0	1.1491094E7	0.0	AIPGENE1041, AIPGENE1042, AIPGENE1043
AIPGENE10412	AIPGENE10412	AIPGENE10412		586			AIPGENE10412	1.0	0.999	14	87	87	87	21	8	11	14	21	12	0	0	0	0	0	0	21	8	11	14	21	12	0	0	0	0	0	0	21	8	11	14	21	12	0	0	0	0	0	0	7.150058E7	7.499376E7	3.7784708E7	8.737524E7	1.1971569E8	6.6813136E7	0.0	0.0	0.0	0.0	0.0	0.0	1.3886623E7	1.8665404E7	1.5832923E7	1.9317412E7	2.2406044E7	1.4754853E7	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10422	AIPGENE10422	AIPGENE10422		1768			AIPGENE10422	0.6502	0.9892	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3393709.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10493	AIPGENE10493	AIPGENE10493		447			AIPGENE10493	1.0	0.999	23	164	16	646	26	17	16	28	29	17	6	4	10	2	4	5	5	2	3	1	4	1	0	0	0	0	0	0	124	58	90	94	121	74	15	12	29	7	10	12	4.0957734E8	3.943547E8	4.6248666E8	5.0161808E8	6.809855E8	4.7761248E8	3.5840276E7	3.104457E7	8.442195E7	5.7653412E7	3.7980744E7	1.2825832E7	1.3550542E8	1.29243304E8	1.5210016E8	1.7103493E8	2.1349509E8	1.6792947E8	2.5677654E7	2.2506972E7	4.9221404E7	3.801172E7	2.0076052E7	0.0	
AIPGENE10494	AIPGENE10494	AIPGENE10494		631			AIPGENE10494	1.0	0.9989	13	80	80	80	14	12	10	16	13	9	0	2	3	0	0	1	14	12	10	16	13	9	0	2	3	0	0	1	14	12	10	16	13	9	0	2	3	0	0	1	1.1667292E8	1.0648828E8	9.53781E7	1.17771096E8	6.963502E7	8.537971E7	0.0	1.0365892E7	5.376055E7	0.0	0.0	0.0	2.8938038E7	2.5754156E7	2.8772044E7	3.1300606E7	2.7275002E7	2.785516E7	0.0	0.0	3.3892548E7	0.0	0.0	0.0	
AIPGENE10504	AIPGENE10504	AIPGENE10504		621			AIPGENE10504	1.0	0.999	26	291	264	291	26	12	20	25	27	23	31	28	34	22	21	22	23	11	17	22	24	19	29	27	31	19	20	22	26	12	20	25	27	23	31	28	34	22	21	22	2.2780606E8	1.515843E8	2.2390392E8	2.1432394E8	2.7973162E8	2.1039376E8	3.1878848E8	2.5404714E8	6.1101235E8	2.0220022E8	1.7389674E8	1.7477867E8	4.95943E7	4.565881E7	5.052002E7	4.6370748E7	5.095829E7	5.275824E7	6.480129E7	6.275296E7	1.0926417E8	4.1900244E7	4.2709684E7	4.3671504E7	
AIPGENE10518	AIPGENE10518	AIPGENE10518		514			AIPGENE10518	1.0	0.9989	13	58	58	58	11	3	7	15	14	8	0	0	0	0	0	0	11	3	7	15	14	8	0	0	0	0	0	0	11	3	7	15	14	8	0	0	0	0	0	0	1.6864828E7	4.4730412E7	3.9801904E7	8.289474E7	5.3779696E7	4.6211064E7	0.0	0.0	0.0	0.0	0.0	0.0	1.0595993E7	1.1703313E7	1.1716838E7	1.5710407E7	1.2390301E7	1.2473607E7	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10519	AIPGENE10519	AIPGENE10519		700			AIPGENE10519	1.0	0.9986	2	23	23	23	4	2	3	3	2	2	1	2	1	0	2	1	4	2	3	3	2	2	1	2	1	0	2	1	4	2	3	3	2	2	1	2	1	0	2	1	3.517528E7	3.043346E7	2.2111408E7	2.306686E7	1.5080102E7	1.5481267E7	1.0572424E7	1.5734271E7	2.4016608E7	0.0	1.040221E7	1.0807077E7	2.4742618E7	2.0812898E7	1.5350313E7	1.6922642E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE1052	AIPGENE1052	AIPGENE1052		258			AIPGENE1052	0.8842	0.9974	1	2	2	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1575206.1	983825.8	1413545.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10527	AIPGENE10527	AIPGENE10527		702			AIPGENE10527	1.0	0.999	8	37	37	37	13	2	3	6	10	3	0	0	0	0	0	0	13	2	3	6	10	3	0	0	0	0	0	0	13	2	3	6	10	3	0	0	0	0	0	0	6.446191E7	2.0883084E7	2.7345774E7	2.9303474E7	1.02077464E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6922152E7	1.2813887E7	0.0	1.6157738E7	4.4045416E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10529	AIPGENE10529	AIPGENE10529		715			AIPGENE10529	1.0	0.9986	4	19	0	19	3	1	4	5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4	5	5	1	0	0	0	0	0	0	1252730.5	4499458.0	8436436.0	1.0474295E7	8243589.5	5418647.0	0.0	0.0	8342772.0	0.0	0.0	0.0	0.0	0.0	0.0	3777781.2	5688114.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AIPGENE10530
AIPGENE10532	AIPGENE10532	AIPGENE10532		649			AIPGENE10532	1.0	0.999	4	25	25	25	7	1	5	7	3	2	0	0	0	0	0	0	7	1	5	7	3	2	0	0	0	0	0	0	7	1	5	7	3	2	0	0	0	0	0	0	2.1194356E7	1.2563715E7	1.8545824E7	3.4749644E7	2.928324E7	1.0006666E7	0.0	0.0	0.0	0.0	0.0	0.0	9668263.0	0.0	1.3280084E7	2.0082296E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10535	AIPGENE10535	AIPGENE10535		525			AIPGENE10535	1.0	0.999	14	75	0	75	11	16	6	19	15	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	16	6	19	15	8	0	0	0	0	0	0	3.5214216E7	7.757867E7	5.682494E7	8.368614E7	6.0134776E7	4.561809E7	0.0	0.0	0.0	0.0	0.0	0.0	1.870025E7	4.265977E7	2.9483952E7	2.9517382E7	2.2159124E7	1.912367E7	0.0	0.0	0.0	0.0	0.0	0.0	AIPGENE10536
AIPGENE10541	AIPGENE10541	AIPGENE10541		517			AIPGENE10541	0.641	0.9888	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10546	AIPGENE10546	AIPGENE10546		1922			AIPGENE10546	0.9998	0.9979	1	3	3	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	3381741.5	0.0	0.0	5054246.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10560	AIPGENE10560	AIPGENE10560		813			AIPGENE10560	1.0	0.9981	1	5	5	5	2	0	0	1	1	1	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	1.5105149E7	0.0	1.2178464E7	8020211.0	7820946.5	1.5591071E7	0.0	0.0	0.0	0.0	0.0	0.0	1.2662245E7	0.0	7788947.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10564	AIPGENE10564	AIPGENE10564		215			AIPGENE10564	1.0	0.9988	6	82	69	82	7	4	6	6	8	5	9	10	7	6	7	7	6	3	5	5	6	5	8	8	6	6	5	6	7	4	6	6	8	5	9	10	7	6	7	7	3.2455586E7	1.4039354E7	2.3542448E7	4.7174532E7	3.506967E7	2.7858818E7	5.07344E7	5.5161704E7	9.012382E7	3.2303042E7	4.4574824E7	2.7409212E7	1.0378332E7	8102344.0	8626012.0	1.491953E7	1.2957655E7	1.0220727E7	1.7724504E7	2.133755E7	3.491403E7	1.2289308E7	1.3043844E7	1.5693309E7	
AIPGENE10584	AIPGENE10584	AIPGENE10584		443			AIPGENE10584	0.6746	0.9903	1	4	4	4	3	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10586	AIPGENE10586	AIPGENE10586		193			AIPGENE10586	1.0	0.9989	14	69	69	118	13	11	8	12	13	12	0	0	0	0	0	0	13	11	8	12	13	12	0	0	0	0	0	0	20	18	16	20	20	17	1	1	2	1	2	0	6.132428E7	7.803029E7	7.085626E7	7.6950056E7	5.002802E7	4.540095E7	0.0	0.0	0.0	0.0	0.0	0.0	2.5796716E7	2.2601532E7	1.9226044E7	2.3814078E7	1.7012946E7	1.902194E7	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10587	AIPGENE10587	AIPGENE10587		244			AIPGENE10587	1.0	0.999	21	195	195	253	41	30	22	35	32	24	2	2	2	2	1	2	41	30	22	35	32	24	2	2	2	2	1	2	50	37	31	46	42	29	3	3	4	3	3	2	8.376107E8	6.161072E8	6.390291E8	8.117133E8	6.0658694E8	5.297577E8	1.9685886E7	2.3335644E7	5.7133772E7	9740963.0	1.1289272E7	9864031.0	2.8120592E8	2.4309882E8	2.2707165E8	3.0821693E8	2.0012778E8	2.0965525E8	0.0	0.0	8.0617336E7	0.0	0.0	0.0	
AIPGENE10606	AIPGENE10606	AIPGENE10606		244			AIPGENE10606	1.0	0.999	16	92	92	150	18	18	10	13	16	10	2	1	0	2	1	1	18	18	10	13	16	10	2	1	0	2	1	1	27	25	19	24	26	15	3	2	2	3	3	1	2.8963523E8	1.855543E8	2.0801259E8	2.1893733E8	1.6381448E8	1.6434525E8	1.3496151E7	1.5945248E7	0.0	7724579.5	8301498.0	1.6878104E7	1.7807872E8	1.0306263E8	9.89563E7	1.3860998E8	1.0217976E8	1.1377774E8	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10618	AIPGENE10618	AIPGENE10618		234			AIPGENE10618	1.0	0.999	20	262	204	262	67	28	37	49	44	30	1	1	2	1	2	0	58	21	28	38	34	25	0	0	0	0	0	0	67	28	37	49	44	30	1	1	2	1	2	0	2.2832356E9	2.4481293E9	1.8215697E9	2.4237204E9	1.9983278E9	1.9999593E9	1.1531446E7	6637968.0	3.41562E7	1.4789593E7	1.236531E7	0.0	1.3985336E9	1.4171503E9	9.7761606E8	1.6315657E9	1.2058111E9	1.3402697E9	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10619	AIPGENE10619	AIPGENE10619		396			AIPGENE10619	1.0	0.9988	4	17	17	17	7	3	1	2	2	2	0	0	0	0	0	0	7	3	1	2	2	2	0	0	0	0	0	0	7	3	1	2	2	2	0	0	0	0	0	0	1.5060642E7	6119709.0	7301326.0	3120315.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3904968.2	4044799.5	4738440.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10623	AIPGENE10623	AIPGENE10623		567			AIPGENE10623	1.0	0.9988	11	24	14	97	4	3	4	6	3	4	0	0	0	0	0	0	3	2	1	3	2	3	0	0	0	0	0	0	15	11	11	23	23	14	0	0	0	0	0	0	6.91797E7	6.4192876E7	6.887107E7	7.695878E7	5.3625616E7	7.384097E7	0.0	0.0	0.0	0.0	0.0	0.0	3.6817852E7	3.3997504E7	3.6594876E7	4.0875616E7	2.838805E7	3.925515E7	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10649	AIPGENE10649	AIPGENE10649		252			AIPGENE10649	1.0	0.9937	3	6	6	6	1	1	1	2	1	0	0	0	0	0	0	0	1	1	1	2	1	0	0	0	0	0	0	0	1	1	1	2	1	0	0	0	0	0	0	0	4591504.0	0.0	5659063.5	0.0	1.0283734E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10659	AIPGENE10659	AIPGENE10659		399			AIPGENE10659	1.0	0.999	18	255	0	255	44	31	32	47	56	33	0	3	3	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	44	31	32	47	56	33	0	3	3	1	2	3	1.1849473E9	1.0729214E9	1.1119634E9	1.303148E9	1.3321917E9	8.071426E8	0.0	2.857252E7	5.1095264E7	0.0	9091306.0	1.0675785E7	2.1302584E8	1.9891827E8	2.1199427E8	2.3000973E8	2.2859725E8	1.5882038E8	0.0	2.330803E7	3.4721744E7	0.0	5275372.0	0.0	AIPGENE10660, AIPGENE10661
AIPGENE10679	AIPGENE10679	AIPGENE10679		94			AIPGENE10679	0.8457	0.9963	1	10	10	10	4	0	1	2	2	1	0	0	0	0	0	0	4	0	1	2	2	1	0	0	0	0	0	0	4	0	1	2	2	1	0	0	0	0	0	0	7842252.0	0.0	1.1539707E7	9968482.0	7181372.0	5224352.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10686	AIPGENE10686	AIPGENE10686		224			AIPGENE10686	0.6331	0.9884	1	12	12	12	0	0	0	0	0	0	3	3	2	1	1	2	0	0	0	0	0	0	3	3	2	1	1	2	0	0	0	0	0	0	3	3	2	1	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4507942E7	2.0288788E7	6409910.0	2053059.5	1.4197552E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
AIPGENE10708	AIPGENE10708	AIPGENE10708		103			AIPGENE10708	1.0	0.9968	2	12	0	12	0	2	1	2	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	5	1	0	0	1	0	0	0	0.0	0.0	0.0	6668363.5	9243675.0	7946138.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	AIPGENE12579
