AIPGENE12093	len=297	ExpAA=0.15	First60=0.00	PredHel=0	Topology=o
AIPGENE16355	len=215	ExpAA=1.29	First60=1.28	PredHel=0	Topology=o
AIPGENE7022	len=203	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
AIPGENE3919	len=489	ExpAA=4.44	First60=4.43	PredHel=0	Topology=o
AIPGENE1244	len=1344	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
AIPGENE27084	len=630	ExpAA=12.38	First60=0.05	PredHel=0	Topology=o
AIPGENE1638	len=202	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE25953	len=159	ExpAA=1.26	First60=1.26	PredHel=0	Topology=o
AIPGENE7816	len=430	ExpAA=35.39	First60=0.06	PredHel=1	Topology=o394-415i
AIPGENE21836	len=384	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE1969	len=526	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
AIPGENE28005	len=542	ExpAA=6.80	First60=6.75	PredHel=0	Topology=o
AIPGENE2203	len=644	ExpAA=243.12	First60=22.60	PredHel=11	Topology=o35-57i70-92o107-127i148-170o258-280i301-323o333-352i373-395o483-505i526-548o568-590i
AIPGENE22305	len=733	ExpAA=0.04	First60=0.03	PredHel=0	Topology=o
AIPGENE21215	len=505	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
AIPGENE4358	len=784	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
AIPGENE14729	len=575	ExpAA=0.02	First60=0.02	PredHel=0	Topology=o
AIPGENE16410	len=142	ExpAA=21.04	First60=19.14	PredHel=1	Topology=i5-27o
AIPGENE28828	len=206	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE15101	len=1238	ExpAA=0.27	First60=0.00	PredHel=0	Topology=o
AIPGENE4003	len=239	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE16622	len=218	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE11648	len=620	ExpAA=0.25	First60=0.00	PredHel=0	Topology=o
AIPGENE25867	len=333	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
AIPGENE23788	len=454	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
AIPGENE10233	len=295	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
AIPGENE4836	len=1018	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE20398	len=460	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE13334	len=229	ExpAA=0.04	First60=0.03	PredHel=0	Topology=o
AIPGENE21363	len=1274	ExpAA=0.10	First60=0.03	PredHel=0	Topology=o
AIPGENE12242	len=814	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE14610	len=1104	ExpAA=0.10	First60=0.09	PredHel=0	Topology=o
AIPGENE11427	len=1251	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
AIPGENE22961	len=920	ExpAA=0.71	First60=0.00	PredHel=0	Topology=o
AIPGENE15874	len=93	ExpAA=41.00	First60=24.94	PredHel=2	Topology=i9-31o51-73i
AIPGENE13766	len=143	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE18647	len=1110	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
AIPGENE26831	len=215	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE20962	len=1869	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
AIPGENE27275	len=140	ExpAA=0.15	First60=0.00	PredHel=0	Topology=o
AIPGENE1322	len=480	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE5804	len=630	ExpAA=0.65	First60=0.42	PredHel=0	Topology=o
AIPGENE26317	len=397	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
AIPGENE9968	len=1421	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE26707	len=510	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE1259	len=275	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE26002	len=988	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE9961	len=1086	ExpAA=10.55	First60=10.54	PredHel=0	Topology=o
AIPGENE8694	len=1950	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
AIPGENE5464	len=343	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE25747	len=150	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
AIPGENE11280	len=1936	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE9985	len=364	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
AIPGENE18931	len=600	ExpAA=0.83	First60=0.00	PredHel=0	Topology=o
AIPGENE5401	len=73	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
AIPGENE3475	len=346	ExpAA=154.51	First60=21.39	PredHel=7	Topology=o38-60i76-98o118-137i160-182o207-229i256-278o288-310i
AIPGENE8193	len=106	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE20906	len=400	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
AIPGENE6327	len=223	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE21316	len=857	ExpAA=3.35	First60=0.00	PredHel=0	Topology=o
AIPGENE11869	len=402	ExpAA=0.35	First60=0.00	PredHel=0	Topology=o
AIPGENE24290	len=358	ExpAA=110.77	First60=24.95	PredHel=5	Topology=o15-34i55-77o97-119i149-171o201-223i
AIPGENE11798	len=1164	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE20873	len=426	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE13020	len=556	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
AIPGENE1203	len=239	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE4261	len=61	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE23311	len=489	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE28275	len=386	ExpAA=0.17	First60=0.14	PredHel=0	Topology=o
AIPGENE17814	len=361	ExpAA=110.23	First60=7.56	PredHel=0	Topology=o
AIPGENE10919	len=246	ExpAA=0.33	First60=0.00	PredHel=0	Topology=o
AIPGENE4429	len=500	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE1354	len=368	ExpAA=0.29	First60=0.00	PredHel=0	Topology=o
AIPGENE10390	len=84	ExpAA=0.06	First60=0.01	PredHel=0	Topology=o
AIPGENE27493	len=257	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE23574	len=232	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
AIPGENE21881	len=283	ExpAA=0.40	First60=0.40	PredHel=0	Topology=o
AIPGENE8	len=163	ExpAA=0.11	First60=0.00	PredHel=0	Topology=o
AIPGENE2359	len=68	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE18469	len=251	ExpAA=0.32	First60=0.00	PredHel=0	Topology=o
AIPGENE28873	len=751	ExpAA=0.32	First60=0.00	PredHel=0	Topology=o
AIPGENE15700	len=422	ExpAA=0.07	First60=0.01	PredHel=0	Topology=o
AIPGENE11763	len=534	ExpAA=31.48	First60=0.01	PredHel=1	Topology=i227-249o
AIPGENE11651	len=348	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE21091	len=150	ExpAA=0.12	First60=0.10	PredHel=0	Topology=o
AIPGENE19727	len=229	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE9683	len=202	ExpAA=26.67	First60=1.96	PredHel=1	Topology=o141-163i
AIPGENE27274	len=245	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE21234	len=337	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
AIPGENE27834	len=115	ExpAA=43.25	First60=11.39	PredHel=2	Topology=i49-71o86-106i
AIPGENE24629	len=181	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE19071	len=67	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE16073	len=560	ExpAA=283.98	First60=35.60	PredHel=13	Topology=i5-22o37-54i61-83o98-120i133-152o156-178i215-237o247-269i326-345o367-389i396-418o433-455i460-482o
AIPGENE8611	len=1096	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
AIPGENE6631	len=236	ExpAA=0.05	First60=0.05	PredHel=0	Topology=o
AIPGENE21057	len=401	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE19165	len=67	ExpAA=0.05	First60=0.05	PredHel=0	Topology=o
AIPGENE14419	len=702	ExpAA=22.21	First60=0.00	PredHel=1	Topology=o678-700i
AIPGENE28829	len=242	ExpAA=0.08	First60=0.08	PredHel=0	Topology=o
AIPGENE12028	len=417	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE24727	len=508	ExpAA=11.02	First60=10.83	PredHel=0	Topology=o
AIPGENE23171	len=607	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
AIPGENE14880	len=91	ExpAA=1.23	First60=1.04	PredHel=0	Topology=o
AIPGENE12882	len=754	ExpAA=26.38	First60=21.12	PredHel=1	Topology=i12-34o
AIPGENE5970	len=129	ExpAA=11.56	First60=11.56	PredHel=1	Topology=o4-21i
AIPGENE4094	len=525	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE15972	len=581	ExpAA=8.93	First60=0.00	PredHel=0	Topology=o
AIPGENE13581	len=1071	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE4704	len=2343	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
AIPGENE1266	len=278	ExpAA=3.90	First60=3.90	PredHel=0	Topology=o
AIPGENE29187	len=405	ExpAA=0.76	First60=0.00	PredHel=0	Topology=o
AIPGENE6578	len=253	ExpAA=0.84	First60=0.71	PredHel=0	Topology=o
AIPGENE3419	len=602	ExpAA=0.05	First60=0.00	PredHel=0	Topology=o
AIPGENE18026	len=618	ExpAA=9.85	First60=2.77	PredHel=0	Topology=o
AIPGENE23416	len=220	ExpAA=3.57	First60=3.51	PredHel=0	Topology=o
AIPGENE10430	len=1778	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
AIPGENE20983	len=153	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE15852	len=1609	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
AIPGENE10052	len=129	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE13661	len=536	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE7514	len=359	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE39	len=1634	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
AIPGENE27471	len=342	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
AIPGENE22355	len=118	ExpAA=1.65	First60=0.02	PredHel=0	Topology=o
AIPGENE11375	len=133	ExpAA=7.39	First60=0.13	PredHel=0	Topology=o
AIPGENE10300	len=400	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE24176	len=158	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE20716	len=386	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE25719	len=1101	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE25854	len=273	ExpAA=24.84	First60=22.47	PredHel=1	Topology=i7-29o
AIPGENE20644	len=1139	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
AIPGENE12543	len=119	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE15984	len=518	ExpAA=257.47	First60=0.00	PredHel=12	Topology=i78-100o110-132i145-167o196-218i225-247o267-289i302-324o347-369i399-416o426-443i456-478o483-502i
AIPGENE16583	len=1439	ExpAA=23.39	First60=22.49	PredHel=1	Topology=i23-45o
AIPGENE8091	len=1151	ExpAA=82.90	First60=11.24	PredHel=3	Topology=o1041-1063i1075-1097o1117-1139i
AIPGENE15705	len=498	ExpAA=16.02	First60=14.00	PredHel=1	Topology=i5-22o
AIPGENE4570	len=507	ExpAA=234.96	First60=20.88	PredHel=10	Topology=i12-34o82-104i111-133o143-165i177-199o204-226i269-291o306-328i390-412o422-444i
AIPGENE17244	len=150	ExpAA=45.79	First60=0.00	PredHel=2	Topology=i76-98o113-135i
AIPGENE2350	len=1203	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE2479	len=267	ExpAA=11.56	First60=1.04	PredHel=0	Topology=o
AIPGENE1	len=384	ExpAA=0.09	First60=0.00	PredHel=0	Topology=o
AIPGENE16527	len=390	ExpAA=0.29	First60=0.00	PredHel=0	Topology=o
AIPGENE12262	len=1489	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE506	len=248	ExpAA=10.19	First60=10.17	PredHel=0	Topology=o
AIPGENE28181	len=431	ExpAA=1.04	First60=0.05	PredHel=0	Topology=o
AIPGENE22227	len=211	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE19252	len=131	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE4184	len=149	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE23318	len=504	ExpAA=10.77	First60=0.59	PredHel=0	Topology=o
AIPGENE7950	len=48	ExpAA=1.80	First60=1.80	PredHel=0	Topology=o
AIPGENE15521	len=1193	ExpAA=65.08	First60=0.00	PredHel=3	Topology=o963-980i1017-1039o1089-1111i
AIPGENE10770	len=155	ExpAA=20.65	First60=15.35	PredHel=1	Topology=i40-62o
AIPGENE8100	len=253	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE7583	len=223	ExpAA=2.12	First60=0.00	PredHel=0	Topology=o
AIPGENE8600	len=663	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
AIPGENE29164	len=147	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
AIPGENE8537	len=675	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE18528	len=345	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
AIPGENE23379	len=442	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE20059	len=274	ExpAA=0.10	First60=0.05	PredHel=0	Topology=o
AIPGENE11633	len=103	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
AIPGENE3862	len=375	ExpAA=108.71	First60=23.37	PredHel=5	Topology=o27-49i61-83o111-128i149-166o186-208i
AIPGENE1517	len=453	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
AIPGENE8941	len=272	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE28725	len=189	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
AIPGENE16716	len=309	ExpAA=0.62	First60=0.62	PredHel=0	Topology=o
AIPGENE2808	len=82	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE1973	len=723	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
AIPGENE12230	len=28	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
AIPGENE8214	len=771	ExpAA=1.60	First60=0.00	PredHel=0	Topology=o
AIPGENE12565	len=110	ExpAA=0.31	First60=0.31	PredHel=0	Topology=o
AIPGENE6797	len=73	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
AIPGENE28359	len=644	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE25154	len=125	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE4827	len=345	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE23659	len=274	ExpAA=127.59	First60=22.45	PredHel=6	Topology=i29-51o78-100i120-142o147-169i189-211o226-248i
AIPGENE19741	len=365	ExpAA=0.16	First60=0.16	PredHel=0	Topology=o
AIPGENE9842	len=503	ExpAA=244.60	First60=14.07	PredHel=10	Topology=i48-70o98-120i127-146o188-210i217-236o317-339i359-378o383-405i418-440o450-472i
AIPGENE3849	len=559	ExpAA=0.84	First60=0.00	PredHel=0	Topology=o
AIPGENE19901	len=96	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE14065	len=900	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
AIPGENE16961	len=1075	ExpAA=14.28	First60=0.01	PredHel=0	Topology=o
AIPGENE8776	len=583	ExpAA=3.90	First60=0.00	PredHel=0	Topology=o
AIPGENE12303	len=314	ExpAA=5.53	First60=0.00	PredHel=0	Topology=o
AIPGENE13196	len=159	ExpAA=18.91	First60=18.90	PredHel=1	Topology=i21-40o
AIPGENE16203	len=361	ExpAA=1.58	First60=0.34	PredHel=0	Topology=o
AIPGENE11707	len=573	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
AIPGENE8711	len=1244	ExpAA=0.35	First60=0.03	PredHel=0	Topology=o
AIPGENE12961	len=502	ExpAA=0.35	First60=0.24	PredHel=0	Topology=o
AIPGENE4405	len=528	ExpAA=0.06	First60=0.00	PredHel=0	Topology=o
AIPGENE21236	len=196	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
AIPGENE13589	len=810	ExpAA=0.18	First60=0.14	PredHel=0	Topology=o
AIPGENE2029	len=525	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE25781	len=524	ExpAA=4.99	First60=0.00	PredHel=0	Topology=o
AIPGENE5671	len=106	ExpAA=63.39	First60=32.29	PredHel=3	Topology=i20-42o52-71i83-102o
AIPGENE23584	len=291	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE19096	len=162	ExpAA=43.00	First60=3.40	PredHel=2	Topology=i97-114o134-153i
AIPGENE4218	len=609	ExpAA=0.20	First60=0.16	PredHel=0	Topology=o
AIPGENE23225	len=299	ExpAA=5.74	First60=5.46	PredHel=0	Topology=o
AIPGENE25426	len=467	ExpAA=0.13	First60=0.00	PredHel=0	Topology=o
AIPGENE20594	len=1730	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
AIPGENE19986	len=520	ExpAA=0.37	First60=0.00	PredHel=0	Topology=o
AIPGENE20	len=100	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE25134	len=199	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE23295	len=186	ExpAA=0.22	First60=0.00	PredHel=0	Topology=o
AIPGENE9808	len=234	ExpAA=0.04	First60=0.00	PredHel=0	Topology=o
AIPGENE14328	len=173	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE15741	len=528	ExpAA=0.66	First60=0.66	PredHel=0	Topology=o
AIPGENE1983	len=305	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE20046	len=385	ExpAA=75.48	First60=0.04	PredHel=1	Topology=o357-379i
AIPGENE11152	len=193	ExpAA=0.06	First60=0.06	PredHel=0	Topology=o
AIPGENE26367	len=477	ExpAA=0.07	First60=0.00	PredHel=0	Topology=o
AIPGENE16278	len=289	ExpAA=126.31	First60=22.51	PredHel=6	Topology=o29-51i71-90o110-129i170-189o204-226i233-254o
AIPGENE25968	len=445	ExpAA=151.44	First60=35.59	PredHel=7	Topology=o15-37i50-72o87-109i130-152o162-184i220-242o257-279i
AIPGENE4304	len=200	ExpAA=0.41	First60=0.41	PredHel=0	Topology=o
AIPGENE468	len=668	ExpAA=0.79	First60=0.79	PredHel=0	Topology=o
AIPGENE23983	len=396	ExpAA=0.38	First60=0.14	PredHel=0	Topology=o
AIPGENE21732	len=603	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
AIPGENE17107	len=614	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
AIPGENE7247	len=1040	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
AIPGENE20189	len=161	ExpAA=4.25	First60=0.00	PredHel=0	Topology=o
AIPGENE24278	len=262	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
AIPGENE413	len=308	ExpAA=107.25	First60=23.06	PredHel=5	Topology=i32-54o89-111i180-202o206-228i235-253o
AIPGENE294	len=360	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE21649	len=104	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE764	len=207	ExpAA=6.42	First60=4.01	PredHel=0	Topology=o
AIPGENE11289	len=299	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE28667	len=463	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE10327	len=186	ExpAA=88.10	First60=20.61	PredHel=4	Topology=i33-55o70-92i97-119o134-156i
AIPGENE9697	len=1054	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE16037	len=570	ExpAA=0.12	First60=0.00	PredHel=0	Topology=o
AIPGENE7634	len=966	ExpAA=0.19	First60=0.00	PredHel=0	Topology=o
AIPGENE25317	len=171	ExpAA=30.18	First60=0.00	PredHel=1	Topology=o85-107i
AIPGENE8754	len=775	ExpAA=9.80	First60=8.07	PredHel=0	Topology=o
AIPGENE17029	len=401	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE2522	len=196	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE11754	len=1016	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
AIPGENE26777	len=830	ExpAA=40.63	First60=0.00	PredHel=0	Topology=o
AIPGENE20749	len=643	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE17102	len=484	ExpAA=0.01	First60=0.01	PredHel=0	Topology=o
AIPGENE10083	len=225	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE18055	len=1016	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE14040	len=73	ExpAA=7.73	First60=7.68	PredHel=0	Topology=o
AIPGENE5922	len=179	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
AIPGENE13425	len=70	ExpAA=8.54	First60=7.50	PredHel=0	Topology=i
AIPGENE17022	len=159	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE10787	len=313	ExpAA=19.49	First60=15.33	PredHel=1	Topology=i43-65o
AIPGENE7777	len=259	ExpAA=12.30	First60=0.00	PredHel=0	Topology=o
AIPGENE24839	len=1478	ExpAA=31.97	First60=9.33	PredHel=1	Topology=o1214-1236i
AIPGENE15723	len=185	ExpAA=9.96	First60=0.01	PredHel=0	Topology=o
AIPGENE2583	len=150	ExpAA=1.59	First60=0.88	PredHel=0	Topology=o
AIPGENE19232	len=193	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE9401	len=1990	ExpAA=0.17	First60=0.00	PredHel=0	Topology=o
AIPGENE20976	len=626	ExpAA=2.53	First60=0.00	PredHel=0	Topology=o
AIPGENE710	len=807	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE23277	len=162	ExpAA=0.02	First60=0.00	PredHel=0	Topology=o
AIPGENE27596	len=512	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE25436	len=273	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE7087	len=751	ExpAA=23.15	First60=22.78	PredHel=1	Topology=i21-43o
AIPGENE23810	len=450	ExpAA=0.03	First60=0.00	PredHel=0	Topology=o
AIPGENE5105	len=92	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE13227	len=219	ExpAA=0.34	First60=0.09	PredHel=0	Topology=o
AIPGENE112	len=204	ExpAA=8.81	First60=0.00	PredHel=0	Topology=o
AIPGENE13603	len=783	ExpAA=0.01	First60=0.00	PredHel=0	Topology=o
AIPGENE9423	len=74	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
AIPGENE27256	len=1086	ExpAA=2.34	First60=1.03	PredHel=0	Topology=o
AIPGENE19873	len=237	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
AIPGENE23727	len=277	ExpAA=1.65	First60=0.00	PredHel=0	Topology=o
AIPGENE15793	len=88	ExpAA=0.00	First60=0.00	PredHel=0	Topology=i
AIPGENE28212	len=521	ExpAA=0.00	First60=0.00	PredHel=0	Topology=o
