GO.ID	Term	Annotated	Significant	Expected	P_value
GO:0030027	lamellipodium	142	16	8.25	0.02506
GO:0005783	endoplasmic reticulum	1183	105	68.76	0.02755
GO:0045334	clathrin-coated endocytic vesicle	20	5	1.16	0.02989
GO:0032587	ruffle membrane	52	7	3.02	0.02993
GO:0033017	sarcoplasmic reticulum membrane	6	3	0.35	0.02995
GO:0031143	pseudopodium	5	2	0.29	0.03000
GO:0005749	mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	5	2	0.29	0.03000
GO:0032437	cuticular plate	5	2	0.29	0.03000
GO:0001726	ruffle	83	12	4.82	0.03123
GO:0016460	myosin II complex	14	4	0.81	0.03605
GO:0071203	WASH complex	13	3	0.76	0.03613
GO:0005952	cAMP-dependent protein kinase complex	13	3	0.76	0.03613
GO:0048471	perinuclear region of cytoplasm	373	31	21.68	0.03971
GO:0097610	cell surface furrow	33	5	1.92	0.04027
GO:0015935	small ribosomal subunit	42	9	2.44	0.04104
GO:0032154	cleavage furrow	34	5	1.98	0.04504
GO:0008180	COP9 signalosome	24	4	1.39	0.04762
GO:0005874	microtubule	405	34	23.54	0.05235
GO:0005689	U12-type spliceosomal complex	15	3	0.87	0.05275
GO:0000775	chromosome, centromeric region	155	11	9.01	0.05426
GO:0030017	sarcomere	121	25	7.03	0.05664
GO:0030663	COPI-coated vesicle membrane	10	6	0.58	0.05787
GO:0045239	tricarboxylic acid cycle enzyme complex	8	3	0.46	0.05803
GO:0031164	contractile vacuolar membrane	1	1	0.06	0.05812
GO:0017177	glucosidase II complex	1	1	0.06	0.05812
GO:0043033	isoamylase complex	1	1	0.06	0.05812
GO:0005784	Sec61 translocon complex	1	1	0.06	0.05812
GO:0097197	tetraspanin-enriched microdomain	1	1	0.06	0.05812
GO:0014701	junctional sarcoplasmic reticulum membrane	1	1	0.06	0.05812
GO:0017133	mitochondrial electron transfer flavoprotein complex	1	1	0.06	0.05812
GO:0009505	plant-type cell wall	1	1	0.06	0.05812
GO:0035370	UBC13-UEV1A complex	1	1	0.06	0.05812
GO:0031372	UBC13-MMS2 complex	1	1	0.06	0.05812
GO:0030314	junctional membrane complex	1	1	0.06	0.05812
GO:0005859	muscle myosin complex	1	1	0.06	0.05812
GO:0005638	lamin filament	1	1	0.06	0.05812
GO:0035985	senescence-associated heterochromatin focus	1	1	0.06	0.05812
GO:0045244	succinate-CoA ligase complex (GDP-forming)	1	1	0.06	0.05812
GO:0031415	NatA complex	1	1	0.06	0.05812
GO:0031205	endoplasmic reticulum Sec complex	1	1	0.06	0.05812
GO:0032444	activin responsive factor complex	1	1	0.06	0.05812
GO:1902560	GMP reductase complex	1	1	0.06	0.05812
GO:0031258	lamellipodium membrane	7	2	0.41	0.05831
GO:0008250	oligosaccharyltransferase complex	7	2	0.41	0.05831
GO:0005794	Golgi apparatus	1094	75	63.58	0.06045
GO:0005789	endoplasmic reticulum membrane	649	54	37.72	0.06414
GO:0031674	I band	98	17	5.7	0.07356
GO:0030115	S-layer	8	2	0.46	0.07481
GO:0009506	plasmodesma	8	2	0.46	0.07481
GO:0043005	neuron projection	810	52	47.08	0.07881
GO:0031941	filamentous actin	29	4	1.69	0.08496
GO:0005819	spindle	329	17	19.12	0.08969
GO:0005798	Golgi-associated vesicle	50	9	2.91	0.09187
GO:0005687	U4 snRNP	9	2	0.52	0.09258
GO:0005637	nuclear inner membrane	31	4	1.8	0.10293
GO:0005782	peroxisomal matrix	20	3	1.16	0.10691
GO:0031966	mitochondrial membrane	428	68	24.88	0.10950
GO:0070469	respirasome	46	12	2.67	0.10997
GO:0016363	nuclear matrix	70	7	4.07	0.11122
GO:0030532	small nuclear ribonucleoprotein complex	39	4	2.27	0.11135
GO:0005753	mitochondrial proton-transporting ATP synthase complex	10	2	0.58	0.11141
GO:0000786	nucleosome	10	2	0.58	0.11141
GO:0005865	striated muscle thin filament	10	2	0.58	0.11141
GO:0009941	chloroplast envelope	10	2	0.58	0.11141
GO:0005911	cell-cell junction	369	42	21.45	0.11211
GO:0030125	clathrin vesicle coat	14	4	0.81	0.11262
GO:0045172	germline ring canal	8	2	0.46	0.11280
GO:0030128	clathrin coat of endocytic vesicle	8	2	0.46	0.11280
GO:0030132	clathrin coat of coated pit	8	2	0.46	0.11280
GO:0031510	SUMO activating enzyme complex	2	1	0.12	0.11287
GO:0005750	mitochondrial respiratory chain complex III	2	1	0.12	0.11287
GO:0008541	proteasome regulatory particle, lid subcomplex	2	1	0.12	0.11287
GO:0005787	signal peptidase complex	2	1	0.12	0.11287
GO:0045170	spectrosome	2	1	0.12	0.11287
GO:0005742	mitochondrial outer membrane translocase complex	2	1	0.12	0.11287
GO:0034663	endoplasmic reticulum chaperone complex	2	1	0.12	0.11287
GO:0030895	apolipoprotein B mRNA editing enzyme complex	2	1	0.12	0.11287
GO:0071011	precatalytic spliceosome	2	1	0.12	0.11287
GO:0005704	polytene chromosome band	2	1	0.12	0.11287
GO:0042101	T cell receptor complex	2	1	0.12	0.11287
GO:0005688	U6 snRNP	2	1	0.12	0.11287
GO:0005850	eukaryotic translation initiation factor 2 complex	2	1	0.12	0.11287
GO:0005879	axonemal microtubule	2	1	0.12	0.11287
GO:0030981	cortical microtubule cytoskeleton	2	1	0.12	0.11287
GO:0031428	box C/D RNP complex	2	1	0.12	0.11287
GO:0031095	platelet dense tubular network membrane	2	1	0.12	0.11287
GO:0032449	CBM complex	2	1	0.12	0.11287
GO:0005945	6-phosphofructokinase complex	2	1	0.12	0.11287
GO:0000779	condensed chromosome, centromeric region	120	7	6.97	0.11296
GO:0031252	cell leading edge	304	30	17.67	0.11685
GO:0014704	intercalated disc	37	7	2.15	0.12161
GO:0005741	mitochondrial outer membrane	102	10	5.93	0.12651
GO:0042584	chromaffin granule membrane	11	2	0.64	0.13112
GO:0015630	microtubule cytoskeleton	1119	70	65.04	0.13174
GO:0031901	early endosome membrane	75	7	4.36	0.14481
GO:0005681	spliceosomal complex	153	19	8.89	0.14773
GO:0032432	actin filament bundle	21	5	1.22	0.15095
GO:0016442	RISC complex	12	2	0.7	0.15153
GO:0035098	ESC/E(Z) complex	12	2	0.7	0.15153
GO:0034364	high-density lipoprotein particle	3	1	0.17	0.16443
GO:0070761	pre-snoRNP complex	3	1	0.17	0.16443
GO:0005701	polytene chromosome chromocenter	3	1	0.17	0.16443
GO:0031616	spindle pole centrosome	3	1	0.17	0.16443
GO:0030868	smooth endoplasmic reticulum membrane	3	1	0.17	0.16443
GO:0005890	sodium:potassium-exchanging ATPase complex	3	1	0.17	0.16443
GO:0072669	tRNA-splicing ligase complex	3	1	0.17	0.16443
GO:0005955	calcineurin complex	3	1	0.17	0.16443
GO:1990246	uniplex complex	3	1	0.17	0.16443
GO:0000974	Prp19 complex	3	1	0.17	0.16443
GO:0005947	mitochondrial alpha-ketoglutarate dehydrogenase complex	3	1	0.17	0.16443
GO:0005654	nucleoplasm	854	47	49.64	0.16697
GO:0001917	photoreceptor inner segment	13	2	0.76	0.17252
GO:0008021	synaptic vesicle	118	6	6.86	0.17461
GO:0016010	dystrophin-associated glycoprotein complex	25	3	1.45	0.17515
GO:0005618	cell wall	39	5	2.27	0.17695
GO:0043231	intracellular membrane-bounded organelle	9006	586	523.44	0.17725
GO:0032993	protein-DNA complex	223	18	12.96	0.18247
GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	26	3	1.51	0.19384
GO:0098588	bounding membrane of organelle	1702	126	98.92	0.19641
GO:0042995	cell projection	1481	94	86.08	0.20008
GO:0030117	membrane coat	79	20	4.59	0.21025
GO:0033010	paranodal junction	4	1	0.23	0.21301
GO:0048787	presynaptic active zone membrane	4	1	0.23	0.21301
GO:0001740	Barr body	4	1	0.23	0.21301
GO:0097038	perinuclear endoplasmic reticulum	4	1	0.23	0.21301
GO:0042382	paraspeckles	4	1	0.23	0.21301
GO:0045261	proton-transporting ATP synthase complex, catalytic core F(1)	4	1	0.23	0.21301
GO:0008278	cohesin complex	4	1	0.23	0.21301
GO:0005927	muscle tendon junction	4	1	0.23	0.21301
GO:0097418	neurofibrillary tangle	4	1	0.23	0.21301
GO:0043195	terminal bouton	41	4	2.38	0.21358
GO:0035145	exon-exon junction complex	15	2	0.87	0.21565
GO:0060076	excitatory synapse	15	2	0.87	0.21565
GO:0070938	contractile ring	16	2	0.93	0.23757
GO:0033270	paranode region of axon	16	2	0.93	0.23757
GO:0005902	microvillus	73	6	4.24	0.24976
GO:0030673	axolemma	44	4	2.56	0.25163
GO:0070449	elongin complex	5	1	0.29	0.25876
GO:0030891	VCB complex	5	1	0.29	0.25876
GO:0030877	beta-catenin destruction complex	5	1	0.29	0.25876
GO:0045254	pyruvate dehydrogenase complex	5	1	0.29	0.25876
GO:0032982	myosin filament	5	1	0.29	0.25876
GO:0005954	calcium- and calmodulin-dependent protein kinase complex	5	1	0.29	0.25876
GO:0030479	actin cortical patch	5	1	0.29	0.25876
GO:0032433	filopodium tip	5	1	0.29	0.25876
GO:0046581	intercellular canaliculus	5	1	0.29	0.25876
GO:0036057	slit diaphragm	5	1	0.29	0.25876
GO:0042587	glycogen granule	5	1	0.29	0.25876
GO:0032839	dendrite cytoplasm	17	2	0.99	0.25959
GO:0030175	filopodium	58	8	3.37	0.26279
GO:0016323	basolateral plasma membrane	136	10	7.9	0.26693
GO:0030863	cortical cytoskeleton	56	8	3.25	0.28018
GO:0005641	nuclear envelope lumen	18	2	1.05	0.28163
GO:0016459	myosin complex	59	7	3.43	0.28297
GO:0032420	stereocilium	58	5	3.37	0.29072
GO:0005746	mitochondrial respirasome	36	10	2.09	0.30004
GO:0034715	pICln-Sm protein complex	6	1	0.35	0.30185
GO:0070937	CRD-mediated mRNA stability complex	6	1	0.35	0.30185
GO:0035183	female germline ring canal inner rim	6	1	0.35	0.30185
GO:0030122	AP-2 adaptor complex	6	1	0.35	0.30185
GO:0097386	glial cell projection	6	1	0.35	0.30185
GO:0009331	glycerol-3-phosphate dehydrogenase complex	6	1	0.35	0.30185
GO:0045263	proton-transporting ATP synthase complex, coupling factor F(o)	6	1	0.35	0.30185
GO:0005851	eukaryotic translation initiation factor 2B complex	6	1	0.35	0.30185
GO:0031475	myosin V complex	6	1	0.35	0.30185
GO:0031476	myosin VI complex	6	1	0.35	0.30185
GO:0042599	lamellar body	6	1	0.35	0.30185
GO:0033093	Weibel-Palade body	6	1	0.35	0.30185
GO:0016581	NuRD complex	6	1	0.35	0.30185
GO:0016589	NURF complex	6	1	0.35	0.30185
GO:0043034	costamere	19	2	1.1	0.30362
GO:0016328	lateral plasma membrane	19	2	1.1	0.30362
GO:0005884	actin filament	63	7	3.66	0.31533
GO:0044224	juxtaparanode region of axon	20	2	1.16	0.32547
GO:0005868	cytoplasmic dynein complex	50	4	2.91	0.33098
GO:0000502	proteasome complex	50	19	2.91	0.33817
GO:0044306	neuron projection terminus	73	7	4.24	0.34185
GO:0030669	clathrin-coated endocytic vesicle membrane	15	3	0.87	0.34202
GO:0071547	piP-body	7	1	0.41	0.34244
GO:0044615	nuclear pore nuclear basket	7	1	0.41	0.34244
GO:0005640	nuclear outer membrane	7	1	0.41	0.34244
GO:0031232	extrinsic component of external side of plasma membrane	7	1	0.41	0.34244
GO:0072357	PTW/PP1 phosphatase complex	21	2	1.22	0.34714
GO:0048786	presynaptic active zone	26	3	1.51	0.36823
GO:0031091	platelet alpha granule	22	2	1.28	0.36858
GO:0043194	axon initial segment	8	1	0.46	0.38068
GO:0071204	histone pre-mRNA 3'end processing complex	8	1	0.46	0.38068
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	8	1	0.46	0.38068
GO:0034362	low-density lipoprotein particle	8	1	0.46	0.38068
GO:0030130	clathrin coat of trans-Golgi network vesicle	8	1	0.46	0.38068
GO:0035253	ciliary rootlet	8	1	0.46	0.38068
GO:0012505	endomembrane system	2957	212	171.86	0.38759
GO:0043198	dendritic shaft	23	2	1.34	0.38973
GO:0055038	recycling endosome membrane	24	2	1.39	0.41055
GO:0014069	postsynaptic density	122	8	7.09	0.41520
GO:0033018	sarcoplasmic reticulum lumen	9	1	0.52	0.41669
GO:0000783	nuclear telomere cap complex	9	1	0.52	0.41669
GO:0005662	DNA replication factor A complex	9	1	0.52	0.41669
GO:0036452	ESCRT complex	9	1	0.52	0.41669
GO:0000812	Swr1 complex	9	1	0.52	0.41669
GO:0005921	gap junction	9	1	0.52	0.41669
GO:0043679	axon terminus	66	6	3.84	0.43022
GO:0045111	intermediate filament cytoskeleton	49	3	2.85	0.43122
GO:0042383	sarcolemma	102	7	5.93	0.44277
GO:0031672	A band	46	7	2.67	0.44933
GO:0030133	transport vesicle	225	16	13.08	0.44987
GO:0016234	inclusion body	40	4	2.32	0.45020
GO:0016461	unconventional myosin complex	20	2	1.16	0.45047
GO:0070419	nonhomologous end joining complex	10	1	0.58	0.45061
GO:0016327	apicolateral plasma membrane	10	1	0.58	0.45061
GO:0071546	pi-body	10	1	0.58	0.45061
GO:0000346	transcription export complex	10	1	0.58	0.45061
GO:0031477	myosin VII complex	10	1	0.58	0.45061
GO:0000421	autophagosome membrane	10	1	0.58	0.45061
GO:0042405	nuclear inclusion body	10	1	0.58	0.45061
GO:0030315	T-tubule	27	2	1.57	0.47078
GO:0009279	cell outer membrane	27	2	1.57	0.47078
GO:0005903	brush border	84	5	4.88	0.47094
GO:0043197	dendritic spine	61	4	3.55	0.47681
GO:0012507	ER to Golgi transport vesicle membrane	17	5	0.99	0.48132
GO:0045171	intercellular bridge	19	3	1.1	0.48204
GO:0031045	dense core granule	11	1	0.64	0.48256
GO:0034709	methylosome	11	1	0.64	0.48256
GO:0032426	stereocilium tip	11	1	0.64	0.48256
GO:0031932	TORC2 complex	11	1	0.64	0.48256
GO:0031588	nucleotide-activated protein kinase complex	11	1	0.64	0.48256
GO:0045202	synapse	665	39	38.65	0.48712
GO:0005622	intracellular anatomical structure	12381	904	719.6	0.50154
GO:0005938	cell cortex	376	35	21.85	0.50784
GO:0000139	Golgi membrane	29	2	1.69	0.50882
GO:0012506	vesicle membrane	648	48	37.66	0.50902
GO:0014731	spectrin-associated cytoskeleton	12	1	0.7	0.51265
GO:0001891	phagocytic cup	12	1	0.7	0.51265
GO:0008305	integrin complex	12	1	0.7	0.51265
GO:0005834	heterotrimeric G-protein complex	12	1	0.7	0.51265
GO:0016580	Sin3 complex	12	1	0.7	0.51265
GO:0030286	dynein complex	97	7	5.64	0.51893
GO:0034399	nuclear periphery	84	9	4.88	0.53961
GO:0005685	U1 snRNP	13	1	0.76	0.54099
GO:0042641	actomyosin	40	5	2.32	0.54370
GO:0044815	DNA packaging complex	108	9	6.28	0.55204
GO:0031410	cytoplasmic vesicle	1331	99	77.36	0.56062
GO:0016607	nuclear speck	157	9	9.13	0.56573
GO:0000791	euchromatin	14	1	0.81	0.56769
GO:0005721	pericentric heterochromatin	14	1	0.81	0.56769
GO:0033268	node of Ranvier	14	1	0.81	0.56769
GO:0000242	pericentriolar material	14	1	0.81	0.56769
GO:0030056	hemidesmosome	14	1	0.81	0.56769
GO:0072686	mitotic spindle	51	3	2.96	0.57560
GO:0000792	heterochromatin	48	4	2.79	0.57872
GO:0030135	coated vesicle	128	24	7.44	0.58679
GO:0032588	trans-Golgi network membrane	15	1	0.87	0.59284
GO:0030496	midbody	214	12	12.44	0.59315
GO:0019898	extrinsic component of membrane	159	10	9.24	0.59492
GO:0060205	cytoplasmic vesicle lumen	16	1	0.93	0.61652
GO:0016235	aggresome	16	1	0.93	0.61652
GO:0031080	nuclear pore outer ring	16	1	0.93	0.61652
GO:0005815	microtubule organizing center	648	24	37.66	0.61723
GO:0005773	vacuole	568	27	33.01	0.61881
GO:0030424	axon	402	24	23.36	0.62445
GO:0031253	cell projection membrane	279	20	16.22	0.63743
GO:0034719	SMN-Sm protein complex	17	1	0.99	0.63883
GO:0031526	brush border membrane	57	3	3.31	0.65143
GO:0030054	cell junction	1153	82	67.01	0.65317
GO:0005802	trans-Golgi network	129	7	7.5	0.65648
GO:0044295	axonal growth cone	18	1	1.05	0.65984
GO:0043564	Ku70:Ku80 complex	18	1	1.05	0.65984
GO:0005923	bicellular tight junction	77	4	4.48	0.66159
GO:0010008	endosome membrane	286	18	16.62	0.66299
GO:0031090	organelle membrane	2449	201	142.34	0.67082
GO:0009925	basal plasma membrane	155	11	9.01	0.67887
GO:0042589	zymogen granule membrane	40	2	2.32	0.68416
GO:0000776	kinetochore	118	6	6.86	0.68905
GO:0005657	replication fork	56	2	3.25	0.69867
GO:0000932	P-body	101	5	5.87	0.70576
GO:0005778	peroxisomal membrane	42	2	2.44	0.70989
GO:0001750	photoreceptor outer segment	21	1	1.22	0.71583
GO:0042734	presynaptic membrane	68	4	3.95	0.72655
GO:0030136	clathrin-coated vesicle	76	13	4.42	0.72923
GO:0009507	chloroplast	32	3	1.86	0.73187
GO:0030139	endocytic vesicle	151	9	8.78	0.73345
GO:0044218	other organism cell membrane	44	2	2.56	0.73384
GO:0030864	cortical actin cytoskeleton	36	5	2.09	0.74682
GO:0031201	SNARE complex	23	1	1.34	0.74794
GO:0030658	transport vesicle membrane	138	9	8.02	0.75528
GO:0005694	chromosome	665	30	38.65	0.75789
GO:0005635	nuclear envelope	342	18	19.88	0.76038
GO:0036464	cytoplasmic ribonucleoprotein granule	156	14	9.07	0.76078
GO:0045121	membrane raft	177	8	10.29	0.76168
GO:0005791	rough endoplasmic reticulum	37	3	2.15	0.76219
GO:0000793	condensed chromosome	179	9	10.4	0.76296
GO:0030141	secretory granule	214	12	12.44	0.76645
GO:0031965	nuclear membrane	206	12	11.97	0.77095
GO:0031902	late endosome membrane	90	4	5.23	0.77510
GO:0005901	caveola	49	2	2.85	0.78643
GO:0030425	dendrite	339	18	19.7	0.79101
GO:0043025	neuronal cell body	295	19	17.15	0.80159
GO:0015030	Cajal body	27	1	1.57	0.80169
GO:0071339	MLL1 complex	27	1	1.57	0.80169
GO:0016529	sarcoplasmic reticulum	43	5	2.5	0.81226
GO:0005768	endosome	566	27	32.9	0.81991
GO:0032391	photoreceptor connecting cilium	29	1	1.69	0.82411
GO:0034707	chloride channel complex	54	2	3.14	0.82965
GO:0005764	lysosome	470	18	27.32	0.83769
GO:0030426	growth cone	96	4	5.58	0.83906
GO:0043292	contractile fiber	173	32	10.05	0.84650
GO:0009897	external side of plasma membrane	87	4	5.06	0.85100
GO:0000228	nuclear chromosome	148	7	8.6	0.85175
GO:0005795	Golgi stack	135	3	7.85	0.87071
GO:0000794	condensed nuclear chromosome	36	1	2.09	0.88442
GO:0001669	acrosomal vesicle	36	1	2.09	0.88442
GO:0005891	voltage-gated calcium channel complex	36	1	2.09	0.88442
GO:0016324	apical plasma membrane	236	10	13.72	0.88538
GO:0031514	motile cilium	63	2	3.66	0.88803
GO:0019897	extrinsic component of plasma membrane	70	5	4.07	0.89065
GO:0017053	transcription repressor complex	37	1	2.15	0.89115
GO:0009986	cell surface	400	21	23.25	0.89352
GO:0046930	pore complex	90	3	5.23	0.90102
GO:0005769	early endosome	189	11	10.98	0.90302
GO:0005858	axonemal dynein complex	39	1	2.27	0.90346
GO:0005730	nucleolus	602	28	34.99	0.91131
GO:0055037	recycling endosome	65	3	3.78	0.91426
GO:0005876	spindle microtubule	41	1	2.38	0.91438
GO:0045211	postsynaptic membrane	268	11	15.58	0.91512
GO:0030659	cytoplasmic vesicle membrane	636	47	36.97	0.91559
GO:0005770	late endosome	160	6	9.3	0.92029
GO:1990234	transferase complex	490	16	28.48	0.92623
GO:0009898	cytoplasmic side of plasma membrane	70	4	4.07	0.92821
GO:0051233	spindle midzone	44	1	2.56	0.92849
GO:0005930	axoneme	85	3	4.94	0.92856
GO:0005765	lysosomal membrane	260	10	15.11	0.94053
GO:0045177	apical part of cell	312	12	18.13	0.94112
GO:0000781	chromosome, telomeric region	61	2	3.55	0.95570
GO:0043202	lysosomal lumen	52	1	3.02	0.95577
GO:0016605	PML body	85	2	4.94	0.96184
GO:0005875	microtubule associated complex	264	13	15.34	0.96186
GO:0005667	transcription regulator complex	192	5	11.16	0.96230
GO:0030666	endocytic vesicle membrane	70	4	4.07	0.96280
GO:0032580	Golgi cisterna membrane	88	2	5.11	0.96720
GO:0005643	nuclear pore	79	3	4.59	0.97087
GO:0060170	ciliary membrane	59	1	3.43	0.97095
GO:0045335	phagocytic vesicle	60	1	3.49	0.97265
GO:0043235	receptor complex	227	4	13.19	0.98083
GO:0030672	synaptic vesicle membrane	67	1	3.89	0.98204
GO:0031982	vesicle	2015	164	117.11	0.98664
GO:0016591	RNA polymerase II, holoenzyme	73	1	4.24	0.98748
GO:1902494	catalytic complex	1036	91	60.21	0.98985
GO:0005814	centriole	81	1	4.71	0.99226
GO:0065010	extracellular membrane-bounded organelle	765	82	44.46	0.99410
GO:0005634	nucleus	5371	273	312.17	0.99474
GO:0005813	centrosome	495	18	28.77	0.99538
GO:0005615	extracellular space	1149	98	66.78	0.99639
GO:0008076	voltage-gated potassium channel complex	108	1	6.28	0.99848
GO:0005581	collagen trimer	214	4	12.44	0.99875
GO:0005576	extracellular region	2653	154	154.2	0.99924
GO:0005886	plasma membrane	3462	169	201.22	0.99940
GO:0005929	cilium	444	11	25.81	0.99955
GO:0000922	spindle pole	211	4	12.26	0.99964
GO:0031461	cullin-RING ubiquitin ligase complex	133	1	7.73	0.99966
GO:0005604	basement membrane	220	3	12.79	0.99981
GO:0031012	extracellular matrix	673	11	39.12	0.99993
GO:0016020	membrane	7607	416	442.13	1.00000
GO:1990904	ribonucleoprotein complex	350	57	20.34	1.00000
GO:0097447	dendritic tree	339	18	19.7	1.00000
GO:0031519	PcG protein complex	45	2	2.62	1.00000
GO:0034518	RNA cap binding complex	17	5	0.99	1.00000
GO:0099568	cytoplasmic region	116	5	6.74	1.00000
GO:0098562	cytoplasmic side of membrane	74	4	4.3	1.00000
GO:0098552	side of membrane	161	8	9.36	1.00000
GO:0031010	ISWI-type complex	8	1	0.46	1.00000
GO:0035770	ribonucleoprotein granule	157	14	9.13	1.00000
GO:0098791	Golgi apparatus subcompartment	248	10	14.41	1.00000
GO:0098793	presynapse	238	15	13.83	1.00000
GO:0098794	postsynapse	347	19	20.17	1.00000
GO:0098796	membrane protein complex	784	56	45.57	1.00000
GO:0098797	plasma membrane protein complex	369	11	21.45	1.00000
GO:0098798	mitochondrial protein-containing complex	100	16	5.81	1.00000
GO:0005575	cellular_component	17842	1037	1037	1.00000
GO:0098799	outer mitochondrial membrane protein complex	2	1	0.12	1.00000
GO:0097060	synaptic membrane	315	12	18.31	1.00000
GO:0048770	pigment granule	82	15	4.77	1.00000
GO:0099572	postsynaptic specialization	122	8	7.09	1.00000
GO:0009526	plastid envelope	13	2	0.76	1.00000
GO:0071944	cell periphery	4253	204	247.19	1.00000
GO:0099080	supramolecular complex	903	88	52.48	1.00000
GO:0090575	RNA polymerase II transcription regulator complex	43	1	2.5	1.00000
GO:0099081	supramolecular polymer	677	72	39.35	1.00000
GO:0097525	spliceosomal snRNP complex	29	2	1.69	1.00000
GO:0032153	cell division site	42	5	2.44	1.00000
GO:0032156	septin cytoskeleton	7	3	0.41	1.00000
GO:0099512	supramolecular fiber	674	72	39.17	1.00000
GO:0099513	polymeric cytoskeletal fiber	483	41	28.07	1.00000
