GO.ID	Term	Annotated	Significant	Expected	P_value
GO:0043546	molybdopterin cofactor binding	9	4	0.49	0.00087
GO:0050325	tauropine dehydrogenase activity	5	3	0.27	0.00147
GO:0004345	glucose-6-phosphate dehydrogenase activity	5	3	0.27	0.00147
GO:0030506	ankyrin binding	17	5	0.92	0.00166
GO:0042802	identical protein binding	732	61	39.71	0.00175
GO:0016805	dipeptidase activity	26	6	1.41	0.00227
GO:0008802	betaine-aldehyde dehydrogenase activity	2	2	0.11	0.00294
GO:0003878	ATP citrate synthase activity	2	2	0.11	0.00294
GO:0005093	Rab GDP-dissociation inhibitor activity	2	2	0.11	0.00294
GO:0030791	arsenite methyltransferase activity	2	2	0.11	0.00294
GO:0070991	medium-chain-acyl-CoA dehydrogenase activity	2	2	0.11	0.00294
GO:0030792	methylarsonite methyltransferase activity	2	2	0.11	0.00294
GO:0004739	pyruvate dehydrogenase (acetyl-transferring) activity	2	2	0.11	0.00294
GO:0004360	glutamine-fructose-6-phosphate transaminase (isomerizing) activity	2	2	0.11	0.00294
GO:0004363	glutathione synthase activity	2	2	0.11	0.00294
GO:0004372	glycine hydroxymethyltransferase activity	2	2	0.11	0.00294
GO:0004823	leucine-tRNA ligase activity	2	2	0.11	0.00294
GO:0004301	epoxide hydrolase activity	2	2	0.11	0.00294
GO:0004450	isocitrate dehydrogenase (NADP+) activity	2	2	0.11	0.00294
GO:0016212	kynurenine-oxoglutarate transaminase activity	2	2	0.11	0.00294
GO:0008732	L-allo-threonine aldolase activity	2	2	0.11	0.00294
GO:0035613	RNA stem-loop binding	2	2	0.11	0.00294
GO:0004614	phosphoglucomutase activity	2	2	0.11	0.00294
GO:0010013	N-1-naphthylphthalamic acid binding	2	2	0.11	0.00294
GO:0036374	glutathione hydrolase activity	13	4	0.71	0.00415
GO:0003987	acetate-CoA ligase activity	7	3	0.38	0.00472
GO:0031072	heat shock protein binding	48	6	2.6	0.00556
GO:0009055	electron transfer activity	77	16	4.18	0.00582
GO:0016651	oxidoreductase activity, acting on NAD(P)H	59	17	3.2	0.00663
GO:0051920	peroxiredoxin activity	8	3	0.43	0.00726
GO:0030234	enzyme regulator activity	868	30	47.09	0.00766
GO:0003729	mRNA binding	70	11	3.8	0.00807
GO:0003994	aconitate hydratase activity	3	2	0.16	0.00850
GO:0003960	NADPH:quinone reductase activity	3	2	0.16	0.00850
GO:0044540	L-cystine L-cysteine-lyase (deaminating)	3	2	0.16	0.00850
GO:0008442	3-hydroxyisobutyrate dehydrogenase activity	3	2	0.16	0.00850
GO:0031071	cysteine desulfurase activity	3	2	0.16	0.00850
GO:0004375	glycine dehydrogenase (decarboxylating) activity	3	2	0.16	0.00850
GO:0004332	fructose-bisphosphate aldolase activity	3	2	0.16	0.00850
GO:0080146	L-cysteine desulfhydrase activity	3	2	0.16	0.00850
GO:0042608	T cell receptor binding	3	2	0.16	0.00850
GO:0004123	cystathionine gamma-lyase activity	3	2	0.16	0.00850
GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	9	3	0.49	0.01045
GO:0031683	G-protein beta/gamma-subunit complex binding	9	3	0.49	0.01045
GO:0051539	4 iron, 4 sulfur cluster binding	46	7	2.5	0.01137
GO:0017166	vinculin binding	17	4	0.92	0.01162
GO:0050661	NADP binding	60	10	3.25	0.01569
GO:0003724	RNA helicase activity	28	5	1.52	0.01613
GO:0016802	trialkylsulfonium hydrolase activity	4	2	0.22	0.01639
GO:0008453	alanine-glyoxylate transaminase activity	4	2	0.22	0.01639
GO:0034584	piRNA binding	4	2	0.22	0.01639
GO:0036132	13-prostaglandin reductase activity	4	2	0.22	0.01639
GO:0004776	succinate-CoA ligase (GDP-forming) activity	4	2	0.22	0.01639
GO:0047522	15-oxoprostaglandin 13-oxidase activity	4	2	0.22	0.01639
GO:0004719	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	4	2	0.22	0.01639
GO:0008177	succinate dehydrogenase (ubiquinone) activity	4	2	0.22	0.01639
GO:0004069	L-aspartate:2-oxoglutarate aminotransferase activity	4	2	0.22	0.01639
GO:0004054	arginine kinase activity	4	2	0.22	0.01639
GO:0004013	adenosylhomocysteinase activity	4	2	0.22	0.01639
GO:0034713	type I transforming growth factor beta receptor binding	4	2	0.22	0.01639
GO:0003796	lysozyme activity	4	2	0.22	0.01639
GO:0043023	ribosomal large subunit binding	4	2	0.22	0.01639
GO:0005158	insulin receptor binding	19	4	1.03	0.01736
GO:0008289	lipid binding	431	39	23.38	0.02335
GO:0008898	S-adenosylmethionine-homocysteine S-methyltransferase activity	12	3	0.65	0.02423
GO:0016817	hydrolase activity, acting on acid anhydrides	1168	71	63.36	0.02604
GO:0005522	profilin binding	5	2	0.27	0.02634
GO:0003985	acetyl-CoA C-acetyltransferase activity	5	2	0.27	0.02634
GO:0004792	thiosulfate sulfurtransferase activity	5	2	0.27	0.02634
GO:0004855	xanthine oxidase activity	5	2	0.27	0.02634
GO:1900750	oligopeptide binding	5	2	0.27	0.02634
GO:0016756	glutathione gamma-glutamylcysteinyltransferase activity	5	2	0.27	0.02634
GO:0030151	molybdenum ion binding	5	2	0.27	0.02634
GO:0035259	nuclear glucocorticoid receptor binding	5	2	0.27	0.02634
GO:0043295	glutathione binding	5	2	0.27	0.02634
GO:0000987	cis-regulatory region sequence-specific DNA binding	86	4	4.67	0.02646
GO:1901265	nucleoside phosphate binding	3189	276	172.99	0.02949
GO:0036094	small molecule binding	3588	312	194.64	0.03311
GO:0008301	DNA binding, bending	14	3	0.76	0.03699
GO:0008660	1-aminocyclopropane-1-carboxylate deaminase activity	6	2	0.33	0.03811
GO:0003691	double-stranded telomeric DNA binding	6	2	0.33	0.03811
GO:0004854	xanthine dehydrogenase activity	6	2	0.33	0.03811
GO:0004826	phenylalanine-tRNA ligase activity	6	2	0.33	0.03811
GO:0004813	alanine-tRNA ligase activity	6	2	0.33	0.03811
GO:0004478	methionine adenosyltransferase activity	6	2	0.33	0.03811
GO:0031492	nucleosomal DNA binding	6	2	0.33	0.03811
GO:0051575	5'-deoxyribose-5-phosphate lyase activity	6	2	0.33	0.03811
GO:0042803	protein homodimerization activity	472	35	25.6	0.03814
GO:0043022	ribosome binding	45	8	2.44	0.03875
GO:0005515	protein binding	5594	382	303.46	0.04049
GO:0005544	calcium-dependent phospholipid binding	25	4	1.36	0.04387
GO:0045296	cadherin binding	25	4	1.36	0.04387
GO:0030145	manganese ion binding	75	8	4.07	0.04989
GO:0031369	translation initiation factor binding	11	4	0.6	0.05130
GO:0004784	superoxide dismutase activity	7	2	0.38	0.05146
GO:0008106	alcohol dehydrogenase (NADP+) activity	7	2	0.38	0.05146
GO:0048039	ubiquinone binding	7	2	0.38	0.05146
GO:0019843	rRNA binding	42	8	2.28	0.05249
GO:0004731	purine-nucleoside phosphorylase activity	4	4	0.22	0.05410
GO:0004793	threonine aldolase activity	3	3	0.16	0.05415
GO:0015645	fatty acid ligase activity	13	2	0.71	0.05423
GO:0051525	NFAT protein binding	1	1	0.05	0.05425
GO:0036054	protein-malonyllysine demalonylase activity	1	1	0.05	0.05425
GO:0036055	protein-succinyllysine desuccinylase activity	1	1	0.05	0.05425
GO:0003999	adenine phosphoribosyltransferase activity	1	1	0.05	0.05425
GO:0050201	fucokinase activity	1	1	0.05	0.05425
GO:0003875	ADP-ribosylarginine hydrolase activity	1	1	0.05	0.05425
GO:0008480	sarcosine dehydrogenase activity	1	1	0.05	0.05425
GO:0003980	UDP-glucose:glycoprotein glucosyltransferase activity	1	1	0.05	0.05425
GO:0003842	1-pyrroline-5-carboxylate dehydrogenase activity	1	1	0.05	0.05425
GO:0008482	sulfite oxidase activity	1	1	0.05	0.05425
GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity	1	1	0.05	0.05425
GO:0047804	cysteine-S-conjugate beta-lyase activity	1	1	0.05	0.05425
GO:0047933	glucose-1,6-bisphosphate synthase activity	1	1	0.05	0.05425
GO:0003837	beta-ureidopropionase activity	1	1	0.05	0.05425
GO:0003978	UDP-glucose 4-epimerase activity	1	1	0.05	0.05425
GO:0003920	GMP reductase activity	1	1	0.05	0.05425
GO:0061627	S-methylmethionine-homocysteine S-methyltransferase activity	1	1	0.05	0.05425
GO:0008446	GDP-mannose 4,6-dehydratase activity	1	1	0.05	0.05425
GO:0003937	IMP cyclohydrolase activity	1	1	0.05	0.05425
GO:0047412	N-(long-chain-acyl)ethanolamine deacylase activity	1	1	0.05	0.05425
GO:0016403	dimethylargininase activity	1	1	0.05	0.05425
GO:0043783	oxidoreductase activity, acting on metal ions, flavin as acceptor	1	1	0.05	0.05425
GO:0004743	pyruvate kinase activity	1	1	0.05	0.05425
GO:0004736	pyruvate carboxylase activity	1	1	0.05	0.05425
GO:0004392	heme oxygenase (decyclizing) activity	1	1	0.05	0.05425
GO:0034012	FAD-AMP lyase (cyclizing) activity	1	1	0.05	0.05425
GO:0016154	pyrimidine-nucleoside phosphorylase activity	1	1	0.05	0.05425
GO:0050354	triokinase activity	1	1	0.05	0.05425
GO:0016155	formyltetrahydrofolate dehydrogenase activity	1	1	0.05	0.05425
GO:0008184	glycogen phosphorylase activity	1	1	0.05	0.05425
GO:0009384	N-acylmannosamine kinase activity	1	1	0.05	0.05425
GO:0016034	maleylacetoacetate isomerase activity	1	1	0.05	0.05425
GO:0004362	glutathione-disulfide reductase (NADP) activity	1	1	0.05	0.05425
GO:0004350	glutamate-5-semialdehyde dehydrogenase activity	1	1	0.05	0.05425
GO:0004351	glutamate decarboxylase activity	1	1	0.05	0.05425
GO:0004356	glutamine synthetase activity	1	1	0.05	0.05425
GO:0008117	sphinganine-1-phosphate aldolase activity	1	1	0.05	0.05425
GO:0016657	oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor	1	1	0.05	0.05425
GO:0047045	testosterone 17-beta-dehydrogenase (NADP+) activity	1	1	0.05	0.05425
GO:0004371	glycerone kinase activity	1	1	0.05	0.05425
GO:0004379	glycylpeptide N-tetradecanoyltransferase activity	1	1	0.05	0.05425
GO:0032422	purine-rich negative regulatory element binding	1	1	0.05	0.05425
GO:0004329	formate-tetrahydrofolate ligase activity	1	1	0.05	0.05425
GO:0034618	arginine binding	1	1	0.05	0.05425
GO:0070401	NADP+ binding	1	1	0.05	0.05425
GO:0004342	glucosamine-6-phosphate deaminase activity	1	1	0.05	0.05425
GO:0004349	glutamate 5-kinase activity	1	1	0.05	0.05425
GO:0004333	fumarate hydratase activity	1	1	0.05	0.05425
GO:0004820	glycine-tRNA ligase activity	1	1	0.05	0.05425
GO:0004824	lysine-tRNA ligase activity	1	1	0.05	0.05425
GO:0004827	proline-tRNA ligase activity	1	1	0.05	0.05425
GO:0004829	threonine-tRNA ligase activity	1	1	0.05	0.05425
GO:0004815	aspartate-tRNA ligase activity	1	1	0.05	0.05425
GO:0004818	glutamate-tRNA ligase activity	1	1	0.05	0.05425
GO:0004819	glutamine-tRNA ligase activity	1	1	0.05	0.05425
GO:0004306	ethanolamine-phosphate cytidylyltransferase activity	1	1	0.05	0.05425
GO:0004847	urea carboxylase activity	1	1	0.05	0.05425
GO:0004831	tyrosine-tRNA ligase activity	1	1	0.05	0.05425
GO:0004832	valine-tRNA ligase activity	1	1	0.05	0.05425
GO:0008260	succinyl-CoA:3-oxo-acid CoA-transferase activity	1	1	0.05	0.05425
GO:0015367	oxoglutarate:malate antiporter activity	1	1	0.05	0.05425
GO:0032050	clathrin heavy chain binding	1	1	0.05	0.05425
GO:0004491	methylmalonate-semialdehyde dehydrogenase (acylating, NAD) activity	1	1	0.05	0.05425
GO:0043956	3-hydroxypropionyl-CoA dehydratase activity	1	1	0.05	0.05425
GO:0004801	transaldolase activity	1	1	0.05	0.05425
GO:0004802	transketolase activity	1	1	0.05	0.05425
GO:0004807	triose-phosphate isomerase activity	1	1	0.05	0.05425
GO:0042132	fructose 1,6-bisphosphate 1-phosphatase activity	1	1	0.05	0.05425
GO:0018738	S-formylglutathione hydrolase activity	1	1	0.05	0.05425
GO:0004462	lactoylglutathione lyase activity	1	1	0.05	0.05425
GO:0004463	leukotriene-A4 hydrolase activity	1	1	0.05	0.05425
GO:0016223	beta-alanine-pyruvate transaminase activity	1	1	0.05	0.05425
GO:0004466	long-chain-acyl-CoA dehydrogenase activity	1	1	0.05	0.05425
GO:0004590	orotidine-5'-phosphate decarboxylase activity	1	1	0.05	0.05425
GO:0033990	ectoine synthase activity	1	1	0.05	0.05425
GO:0033858	N-acetylgalactosamine kinase activity	1	1	0.05	0.05425
GO:0017099	very-long-chain-acyl-CoA dehydrogenase activity	1	1	0.05	0.05425
GO:0045503	dynein light chain binding	1	1	0.05	0.05425
GO:0033885	10-hydroxy-9-(phosphonooxy)octadecanoate phosphatase activity	1	1	0.05	0.05425
GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	1	1	0.05	0.05425
GO:0004477	methenyltetrahydrofolate cyclohydrolase activity	1	1	0.05	0.05425
GO:0050577	GDP-L-fucose synthase activity	1	1	0.05	0.05425
GO:0031752	D5 dopamine receptor binding	1	1	0.05	0.05425
GO:0004441	inositol-1,4-bisphosphate 1-phosphatase activity	1	1	0.05	0.05425
GO:0004585	ornithine carbamoyltransferase activity	1	1	0.05	0.05425
GO:0004587	ornithine-oxo-acid transaminase activity	1	1	0.05	0.05425
GO:0048408	epidermal growth factor binding	1	1	0.05	0.05425
GO:0004588	orotate phosphoribosyltransferase activity	1	1	0.05	0.05425
GO:0033989	3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase activity	1	1	0.05	0.05425
GO:0045127	N-acetylglucosamine kinase activity	1	1	0.05	0.05425
GO:1901612	cardiolipin binding	1	1	0.05	0.05425
GO:0050194	phosphonoacetaldehyde hydrolase activity	1	1	0.05	0.05425
GO:0017018	myosin phosphatase activity	1	1	0.05	0.05425
GO:0033919	glucan 1,3-alpha-glucosidase activity	1	1	0.05	0.05425
GO:0035500	MH2 domain binding	1	1	0.05	0.05425
GO:0035501	MH1 domain binding	1	1	0.05	0.05425
GO:0031748	D1 dopamine receptor binding	1	1	0.05	0.05425
GO:0017174	glycine N-methyltransferase activity	1	1	0.05	0.05425
GO:0004052	arachidonate 12(S)-lipoxygenase activity	1	1	0.05	0.05425
GO:0004055	argininosuccinate synthase activity	1	1	0.05	0.05425
GO:0016784	3-mercaptopyruvate sulfurtransferase activity	1	1	0.05	0.05425
GO:0018845	2-hydroxychromene-2-carboxylate isomerase activity	1	1	0.05	0.05425
GO:0009045	xylose isomerase activity	1	1	0.05	0.05425
GO:0004087	carbamoyl-phosphate synthase (ammonia) activity	1	1	0.05	0.05425
GO:0009032	thymidine phosphorylase activity	1	1	0.05	0.05425
GO:0047760	butyrate-CoA ligase activity	1	1	0.05	0.05425
GO:0035650	AP-1 adaptor complex binding	1	1	0.05	0.05425
GO:0050115	myosin-light-chain-phosphatase activity	1	1	0.05	0.05425
GO:0004157	dihydropyrimidinase activity	1	1	0.05	0.05425
GO:0004698	calcium-dependent protein kinase C activity	1	1	0.05	0.05425
GO:0004043	L-aminoadipate-semialdehyde dehydrogenase activity	1	1	0.05	0.05425
GO:0031370	eukaryotic initiation factor 4G binding	1	1	0.05	0.05425
GO:0004174	electron-transferring-flavoprotein dehydrogenase activity	1	1	0.05	0.05425
GO:0004037	allantoicase activity	1	1	0.05	0.05425
GO:0004039	allophanate hydrolase activity	1	1	0.05	0.05425
GO:0051959	dynein light intermediate chain binding	1	1	0.05	0.05425
GO:0008700	4-hydroxy-2-oxoglutarate aldolase activity	1	1	0.05	0.05425
GO:0004001	adenosine kinase activity	1	1	0.05	0.05425
GO:0034701	tripeptidase activity	1	1	0.05	0.05425
GO:0004148	dihydrolipoyl dehydrogenase activity	1	1	0.05	0.05425
GO:0004133	glycogen debranching enzyme activity	1	1	0.05	0.05425
GO:0004134	4-alpha-glucanotransferase activity	1	1	0.05	0.05425
GO:0004135	amylo-alpha-1,6-glucosidase activity	1	1	0.05	0.05425
GO:0018478	malonate-semialdehyde dehydrogenase (acetylating) activity	1	1	0.05	0.05425
GO:0050290	sphingomyelin phosphodiesterase D activity	1	1	0.05	0.05425
GO:0004610	phosphoacetylglucosamine mutase activity	1	1	0.05	0.05425
GO:0004615	phosphomannomutase activity	1	1	0.05	0.05425
GO:0004618	phosphoglycerate kinase activity	1	1	0.05	0.05425
GO:0004643	phosphoribosylaminoimidazolecarboxamide formyltransferase activity	1	1	0.05	0.05425
GO:0035605	peptidyl-cysteine S-nitrosylase activity	1	1	0.05	0.05425
GO:0004108	citrate (Si)-synthase activity	1	1	0.05	0.05425
GO:0004638	phosphoribosylaminoimidazole carboxylase activity	1	1	0.05	0.05425
GO:0004639	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	1	1	0.05	0.05425
GO:0008887	glycerate kinase activity	1	1	0.05	0.05425
GO:0008349	MAP kinase kinase kinase kinase activity	1	1	0.05	0.05425
GO:0002060	purine nucleobase binding	1	1	0.05	0.05425
GO:0044594	17-beta-hydroxysteroid dehydrogenase (NAD+) activity	1	1	0.05	0.05425
GO:0047315	kynurenine-glyoxylate transaminase activity	1	1	0.05	0.05425
GO:0002058	uracil binding	1	1	0.05	0.05425
GO:0002059	thymine binding	1	1	0.05	0.05425
GO:0016844	strictosidine synthase activity	1	1	0.05	0.05425
GO:0008831	dTDP-4-dehydrorhamnose reductase activity	1	1	0.05	0.05425
GO:0070738	tubulin-glycine ligase activity	1	1	0.05	0.05425
GO:0008134	transcription factor binding	273	23	14.81	0.05523
GO:0008238	exopeptidase activity	157	24	8.52	0.05574
GO:0046982	protein heterodimerization activity	255	20	13.83	0.06310
GO:0016884	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	15	4	0.81	0.06601
GO:0004860	protein kinase inhibitor activity	29	4	1.57	0.06610
GO:0004707	MAP kinase activity	8	2	0.43	0.06620
GO:0080130	L-phenylalanine:2-oxoglutarate aminotransferase activity	8	2	0.43	0.06620
GO:0004096	catalase activity	8	2	0.43	0.06620
GO:0004017	adenylate kinase activity	8	2	0.43	0.06620
GO:0004047	aminomethyltransferase activity	8	2	0.43	0.06620
GO:0016829	lyase activity	271	43	14.7	0.06640
GO:0016853	isomerase activity	126	33	6.84	0.06678
GO:0008762	UDP-N-acetylmuramate dehydrogenase activity	19	3	1.03	0.08069
GO:0047150	betaine-homocysteine S-methyltransferase activity	9	2	0.49	0.08213
GO:0008239	dipeptidyl-peptidase activity	9	2	0.49	0.08213
GO:0017070	U6 snRNA binding	9	2	0.49	0.08213
GO:0000287	magnesium ion binding	128	11	6.94	0.08794
GO:0051219	phosphoprotein binding	35	4	1.9	0.09122
GO:0070403	NAD+ binding	20	3	1.08	0.09126
GO:0003725	double-stranded RNA binding	20	3	1.08	0.09126
GO:0031267	small GTPase binding	145	12	7.87	0.09566
GO:0008199	ferric iron binding	10	2	0.54	0.09908
GO:0070402	NADPH binding	10	2	0.54	0.09908
GO:0008266	poly(U) RNA binding	10	2	0.54	0.09908
GO:0016208	AMP binding	10	2	0.54	0.09908
GO:0043539	protein serine/threonine kinase activator activity	10	2	0.54	0.09908
GO:0004602	glutathione peroxidase activity	10	2	0.54	0.09908
GO:0045182	translation regulator activity	100	23	5.42	0.10389
GO:0008940	nitrate reductase activity	2	1	0.11	0.10555
GO:0047305	(R)-3-amino-2-methylpropionate-pyruvate transaminase activity	2	1	0.11	0.10555
GO:0003872	6-phosphofructokinase activity	2	1	0.11	0.10555
GO:0005523	tropomyosin binding	2	1	0.11	0.10555
GO:0047801	L-cysteine transaminase activity	2	1	0.11	0.10555
GO:0042301	phosphate ion binding	2	1	0.11	0.10555
GO:0008441	3'(2'),5'-bisphosphate nucleotidase activity	2	1	0.11	0.10555
GO:0004760	serine-pyruvate transaminase activity	2	1	0.11	0.10555
GO:0004766	spermidine synthase activity	2	1	0.11	0.10555
GO:0019807	aspartoacylase activity	2	1	0.11	0.10555
GO:0050733	RS domain binding	2	1	0.11	0.10555
GO:0004777	succinate-semialdehyde dehydrogenase (NAD+) activity	2	1	0.11	0.10555
GO:0004711	ribosomal protein S6 kinase activity	2	1	0.11	0.10555
GO:0031681	G-protein beta-subunit binding	2	1	0.11	0.10555
GO:0004747	ribokinase activity	2	1	0.11	0.10555
GO:0052591	sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity	2	1	0.11	0.10555
GO:0008121	ubiquinol-cytochrome-c reductase activity	2	1	0.11	0.10555
GO:0004365	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	2	1	0.11	0.10555
GO:0030350	iron-responsive element binding	2	1	0.11	0.10555
GO:0047015	3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity	2	1	0.11	0.10555
GO:0047696	beta-adrenergic receptor kinase activity	2	1	0.11	0.10555
GO:0008119	thiopurine S-methyltransferase activity	2	1	0.11	0.10555
GO:0004385	guanylate kinase activity	2	1	0.11	0.10555
GO:0008670	2,4-dienoyl-CoA reductase (NADPH) activity	2	1	0.11	0.10555
GO:0004334	fumarylacetoacetase activity	2	1	0.11	0.10555
GO:0047134	protein-disulfide reductase (NAD(P)) activity	2	1	0.11	0.10555
GO:0004335	galactokinase activity	2	1	0.11	0.10555
GO:0004821	histidine-tRNA ligase activity	2	1	0.11	0.10555
GO:0004822	isoleucine-tRNA ligase activity	2	1	0.11	0.10555
GO:0004816	asparagine-tRNA ligase activity	2	1	0.11	0.10555
GO:0035497	cAMP response element binding	2	1	0.11	0.10555
GO:0004591	oxoglutarate dehydrogenase (succinyl-transferring) activity	2	1	0.11	0.10555
GO:0004451	isocitrate lyase activity	2	1	0.11	0.10555
GO:0052654	L-leucine transaminase activity	2	1	0.11	0.10555
GO:0052655	L-valine transaminase activity	2	1	0.11	0.10555
GO:0052656	L-isoleucine transaminase activity	2	1	0.11	0.10555
GO:0046899	nucleoside triphosphate adenylate kinase activity	2	1	0.11	0.10555
GO:0004482	mRNA (guanine-N7-)-methyltransferase activity	2	1	0.11	0.10555
GO:0004476	mannose-6-phosphate isomerase activity	2	1	0.11	0.10555
GO:0034237	protein kinase A regulatory subunit binding	2	1	0.11	0.10555
GO:0033814	propanoyl-CoA C-acyltransferase activity	2	1	0.11	0.10555
GO:0042602	riboflavin reductase (NADPH) activity	2	1	0.11	0.10555
GO:0004092	carnitine O-acetyltransferase activity	2	1	0.11	0.10555
GO:0071933	Arp2/3 complex binding	2	1	0.11	0.10555
GO:0004022	alcohol dehydrogenase (NAD+) activity	2	1	0.11	0.10555
GO:0047750	cholestenol delta-isomerase activity	2	1	0.11	0.10555
GO:0004155	6,7-dihydropteridine reductase activity	2	1	0.11	0.10555
GO:0030621	U4 snRNA binding	2	1	0.11	0.10555
GO:0008890	glycine C-acetyltransferase activity	2	1	0.11	0.10555
GO:0033192	calmodulin-dependent protein phosphatase activity	2	1	0.11	0.10555
GO:0004613	phosphoenolpyruvate carboxykinase (GTP) activity	2	1	0.11	0.10555
GO:0004617	phosphoglycerate dehydrogenase activity	2	1	0.11	0.10555
GO:0046537	2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity	2	1	0.11	0.10555
GO:0008311	double-stranded DNA 3'-5' DNA exonuclease activity	2	1	0.11	0.10555
GO:0016314	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity	2	1	0.11	0.10555
GO:0051903	S-(hydroxymethyl)glutathione dehydrogenase activity	2	1	0.11	0.10555
GO:0032767	copper-dependent protein binding	2	1	0.11	0.10555
GO:0051434	BH3 domain binding	2	1	0.11	0.10555
GO:0017171	serine hydrolase activity	273	13	14.81	0.10582
GO:0043168	anion binding	3439	292	186.55	0.10797
GO:0048038	quinone binding	29	5	1.57	0.11359
GO:0035591	signaling adaptor activity	50	5	2.71	0.11387
GO:0016491	oxidoreductase activity	1084	140	58.8	0.11589
GO:0032036	myosin heavy chain binding	11	2	0.6	0.11689
GO:0005547	phosphatidylinositol-3,4,5-trisphosphate binding	35	4	1.9	0.11953
GO:0005545	1-phosphatidylinositol binding	23	3	1.25	0.12607
GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	23	3	1.25	0.12607
GO:0003774	cytoskeletal motor activity	258	11	14	0.12800
GO:0005247	voltage-gated chloride channel activity	12	2	0.65	0.13542
GO:0015267	channel activity	685	16	37.16	0.14045
GO:0031406	carboxylic acid binding	203	27	11.01	0.14701
GO:0019903	protein phosphatase binding	38	4	2.06	0.14895
GO:0019894	kinesin binding	25	3	1.36	0.15151
GO:0019003	GDP binding	25	3	1.36	0.15151
GO:0019900	kinase binding	406	23	22.02	0.15172
GO:0003863	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity	3	1	0.16	0.15408
GO:0003868	4-hydroxyphenylpyruvate dioxygenase activity	3	1	0.16	0.15408
GO:0000900	mRNA regulatory element binding translation repressor activity	3	1	0.16	0.15408
GO:0003885	D-arabinono-1,4-lactone oxidase activity	3	1	0.16	0.15408
GO:0008934	inositol monophosphate 1-phosphatase activity	3	1	0.16	0.15408
GO:0030235	nitric-oxide synthase regulator activity	3	1	0.16	0.15408
GO:0008465	glycerate dehydrogenase activity	3	1	0.16	0.15408
